Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],2000 [YR2000],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Peru,PER,59544.1966,57289.42,59369.573,62945.458,57507.247,63406.514,66878.351,67172.281,66574.044,51029.146,53092.701,56438.522,68557.456,58736.853,70911.513,63708.119,64753.407771013,71614.2940211242,73289.702901321,74806.9567445781,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Philippines,PHL,96355.436,96239.316,102098.065,106302.855,117252.259,125623.452,134296.648,140736.42,150078.87,138051.043,140443.044,142978.772,146433.72,201211.257,149106.274,152332.054,223801.402582966,159940.452828914,163797.78766544,167297.549725585,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Poland,POL,474016.0603,460117.254,452553.142,449456.043,448871.632,458557.084,435648.565,433538.612,392642.0366,375643.178,387619.1421,411840.4427,411811.67406,423290.66622,421174.6542,420981.528,405421.159762265,426485.868351622,422791.468168537,414606.89232929,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Portugal,PRT,58227.179,60330.057,64299.6533,63334.9452,64486.0265,69204.4065,67633.1028,70751.8317,88594.191,88319.252,89900.198,84930.561,101594.256,81336.945,79399.304,74433.765,75492.5034292383,71681.4684400366,71977.8870090626,72524.218510274,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Puerto Rico,PRI,2941.1635,3012.328,2740.32789,2832.01866,2912.47949,2888.34827,2947.38742,2996.51629,2963.27411,3031.48013,3095.28599,3098.94399,3118.66669,3105.7168,3064.31024,3067.96985,3119.06938320473,3199.24568321129,3247.52000136847,3293.25487972272,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Qatar,QAT,21978.4828,23318.2917,24676.9902,25419.6901,26771.0007,27343.767,29868.3731,36817.73,44439.7,46983.92434,51782.17186,58827.54254,61388.81678,68073.78995,77135.76161,83149.36557,86227.8146737545,98391.5338465153,100891.323358578,103155.120721373,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Romania,ROM,247279.3403,204626.059,186159.772,174503.319,170925.428,177197.356,181831.133,167308.766,132627.536,135160.393,141128.161,139881.565,139578.1707,144382.55,141043.059,136834.935,119648.2095,117930.698,126194.415552348,121762.225104696,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Russian Federation,RUS,3593581.92,3391970.11,3128013.23,3013967.26,2707580.73,2645144.69,2718564.86,2457479.79,2771222,2984844.66,3542027.45,2413520.92,2527172.17,2748951.04,2604102.33,2995286.6,2562920.977736,2603289.62983381,2777724.31014007,2803398.4879042,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Rwanda,RWA,3251.96376,3317.3907,3365.9133,3161.5389,3053.5275,3231.6846,3420.3991,3682.836,4900.3316,4806.285,4793.8085,5635.3957,4963.9625,5021.6608,4904.6175,5183.7427,5967.06192569087,6547.47491286008,6620.24670057814,6689.94889743344,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Samoa,WSM,287.10673,284.32374,292.98726,290.31019,271.81762,279.85953,288.65266,306.32102,318.53193,314.98397,314.07798,312.54342,307.20583,326.16138,326.9412,330.23679,330.708149791493,340.977682074287,348.882192362577,356.086960000804,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Sao Tome and Principe,STP,97.473043,102.239431,101.306498,102.132788,102.919215,107.209007,107.838554,111.486002,206.896072,190.503443,210.28072,170.011514,177.245483,155.275431,169.708684,175.963732,177.024126785466,185.451631790855,190.736300569879,195.486961272431,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Saudi Arabia,SAU,205065.4845,218097.986,233441.751,245134.3,259275.111,262037.697,276181.966,280673.769,310713.5,336300.494,355029.43,365872.69,385792.922,400740.293,419852.998,446765.124,471266.326647713,495438.152690121,514967.262649612,549111.583031927,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Senegal,SEN,11016.4282,10641.4706,11429.8145,11429.2015,11652.4041,12144.979,12591.4269,13138.6586,48632.878,55038.558,34578.804,49186.654,50288.842,58446.314,47429.886,51876.505,47324.755141409,53407.5710536081,53810.0458870121,54185.3718787515,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Seychelles,SYC,365.272339,401.784527,385.880755,392.587572,382.080883,402.544761,396.056273,447.493605,534.673543,680.722274,697.085541,674.293918,688.183379,726.405314,786.5191,806.416085,805.942230706433,854.072184402449,883.831427003904,910.287358285027,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Sierra Leone,SLE,9628.770868,8258.26216,8799.0731,8430.2212,8296.1596,8960.4197,8920.9573,9166.1849,14763.8481,22463.6343,20892.187,21206.3301,14869.1843,26983.2073,28565.22,33083.703,17509.103840073,11647.4905123863,11731.1661612871,11810.8870188195,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Singapore,SGP,32561.1693,34446.2708,35781.0308,41095.7279,44138.6453,44512.5911,46578.6733,47177.21,48133.565,43671.3867,43165.6467,44836.6314,47597.8146,48418.7996,49828.815,50059.9548,49828.2152938626,52731.9988239379,54413.5540095278,55910.2813044732,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Slovak Republic,SVK,72262.4462,63383.655,59272.15,56027.312,53999.395,53824.71,54863.255,54885.143,50421.399,49587.27692,49336.11102,48357.39172,48958.7859605,48387.52,48141.598,49160.9889427,46722.85803,49973.282,48551.7499855841,46301.2739711681,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Slovenia,SVN,19978.0218,18530.1805,17825.1774,18307.0892,18331.6882,18869.6953,20088.2004,21798.4558,20927.0855,22342.2576,21936.4936,22064.4812,22366.8829,22781.6492,22932.5376,23252.2604,21453.1576,21893.6609,21513.476468893,21074.7483377861,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Solomon Islands,SLB,5903.502,4415.8561,3295.3886,3532.8114,3811.9187,3885.2756,4053.1942,4059.3587,4086.0635,4329.7699,4401.7588,4422.7358,4323.8015,4336.3667,4406.1073,4411.7304,4419.51705605364,4479.82999608379,4536.57738178344,4591.46452705258,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Somalia,SOM,17953.4060594,16221.622313,15394.040896,16893.93851,18252.92696,18762.6274,19206.201,19652.854,20491.617,20910.997,21516.575,21192.85,21219.932,21176.8067,21272.603,21450.946,21130.6211247516,21461.805455857,21690.2656830673,21916.3232231908,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,South Africa,ZAF,349202.002,343391.118,353846.549,347840.727,355673.58,371350.205,383673.271,403030.554,420482.753,434071.075,456334.126,472713.791,498312.886,480054.73,502130.255,493215.924,468413.489161655,456538.492310706,451483.820825423,450615.780893113,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Spain,ESP,293343.061,300579.879,308497.849,293901.601,306314.424,319459.334,309786.213,329912.391,381031.15,397417.357,407869.657,421107.428,437016.741,430218.332,439904.168,404869.429,372822.515384651,354618.022613412,353857.386145107,348257.292233754,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Sri Lanka,LKA,18379.0014,18031.0497,19141.6427,19421.2914,20754.434,20611.1024,21681.6254,21386.1613,23282.5721,23464.8878,24580.3804,25393.9308,27223.2922,26000.0448,27768.839,27954.9991,27826.5551277157,29131.2905203967,29822.7789910656,30451.8263103441,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,St. Kitts and Nevis,KNA,97.7100505,112.035101,112.942193,111.650138,129.17921,124.184663,137.296352,122.799479,161.476671,156.748672,161.742472,170.309024,167.940586,176.000772,172.285036,176.179606,176.618645463892,184.440340392057,189.780252605721,194.567544142894,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,St. Lucia,LCA,278.116504,282.06453,284.79782,264.85516,312.07672,334.14584,347.69741,330.52793,404.93516,412.31398,427.33425,470.33156,473.06637,493.08741,512.25312,533.67247,534.355854746858,563.915882513968,582.33575435051,598.765917552075,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,St. Vincent and the Grenadines,VCT,140.6361373,135.04414,138.548929,125.407658,178.119776,188.111523,187.605076,172.733384,222.544768,234.306635,240.078068,259.913953,261.000889,267.909652,276.96653,284.790058,286.272890214613,301.562853783709,310.883655689352,319.21808524325,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Sudan,SDN,92666.85,80070.122,92411.47,90845.47,95753.12,101975.76,103020.19,107153.41,529253.88,516953.93,499185.49,485680.68,536024.45,453816.36,634374.73,572341.41,559206.070707765,487562.733687685,489798.213265019,491982.266532203,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Suriname,SUR,10497.9035,10097.4843,10557.7431,11071.6899,8490.7059,9187.752,9411.2301,9293.1873,2495.7631,3139.5893,2773.2333,3272.307,2577.0835,2536.24631,2466.89566,3262.83885,3125.74816500608,2532.29392517383,2598.26121843145,2657.8776235695,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Swaziland,SWZ,2261.6269,2249.7633,2288.6681,2092.5766,2218.5804,2292.5497,2314.1888,2385.2462,2814.7361,2760.5504,2632.3676,3058.6321,2940.4136,2646.7356,3715.2655,3255.8421,3032.49166449197,3378.3390138447,3430.02474988828,3478.03453213704,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Sweden,SWE,77170.66264,78779.06082,79779.73172,79917.04896,82407.17004,82229.84062,87890.34818,81623.7771,77926.242,78855.443,79443.945,77672.9341,74562.6056,74171.135,71293.1667,69993.2847,65034.0671220206,71434.7098130697,68780.3304510237,65767.7870645559,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Switzerland,CHE,56393.8008,57853.8406,57505.9329,54867.4426,54836.8411,54577.6491,54921.8398,53612.5122,53063.2151,52997.4193,54552.7522,55222.5605,55882.8478,55762.0053,54112.486,56634.8927,55245.9738703299,57154.1827287513,53066.8668627694,54108.0975149024,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Syrian Arab Republic,SYR,48602.089,54760.18699,57171.00101,58494.532,57515.41299,60581.46301,62105.013,62190.78899,68163.2714,66236.358,66146.201,66910.8369,67605.9088,71044.9674,73073.0659,70097.5424,69995.6579645358,73021.0350245709,75181.2622617497,77118.711861813,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Tajikistan,TJK,21668.05999,22661.2671,20247.8295,16052.4613,13056.7906,12715.7739,12376.2444,11524.8742,10059.39617585,10320.5883,10832.779,11882.3893,12218.0161,13240.0017,14531.7933,14274.5997,14128.8782893332,14727.2055380711,15285.8198091057,15364.5752926943,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Tanzania,TZA,94958.046,81829.09,120883.593,75693.156,86107.167,90916.004,79397.965,76244.39,215939.362,183662.081,259727.88,221348.892,269558.988,167500.799,202224.85,201404.515,231456.25049325,234147.160880009,234762.029551845,235353.116917654,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Thailand,THA,208062.848,219782.273,238491.042,245857.035,260304.403,281623.814,295588.19,300754.973,283870.041,322454.08,324192.72,380171.266,364315.701,349980.871,388568.002,357708.275,363782.105446216,421227.830998173,431312.309909655,440411.679002401,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Timor-Leste,TMP,453.01726,529.41988,512.89364,534.99325,704.34512,781.22411,637.44034,617.29528,615.325105,804.05067,860.4052,878.93092,885.58214,898.09615,901.8808,912.7317,925.415296218775,940.459643325301,949.906839441293,959.347403614566,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Togo,TGO,13410.2559,10948.2805,12174.1495,11394.7274,11770.2668,12779.7098,13188.6347,13225.6529,22054.7083,20990.3645,20323.8047,14388.0002,32080.958,17748.1831,19389.963,27174.075,23856.093170699,22578.1196825482,22760.6386155452,22931.8554918877,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Tonga,TON,124.449085,131.149634,142.691733,144.246813,155.098708,150.448582,154.365722,152.250871,175.118306,150.112185,158.060794,152.487672,153.79002,152.774844,153.466908,147.585116,147.552847755048,151.934445980651,155.290599558298,158.360797652921,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Trinidad and Tobago,TTO,15412.5892,15649.87764,16080.53914,15373.76118,16923.96548,16779.95062,18457.42172,18951.51916,24111.8088,27089.63743,31439.71722,38415.06456,43922.03567,52004.71641,51308.1038,54553.4709,54882.3407344638,58068.7623984508,59776.5834191611,61308.5253484805,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Tunisia,TUN,21219.0337,22091.5966,23170.6748,23965.4593,23971.6874,24746.4234,26068.7112,26847.3333,30799.8283,31568.3504065,31530.91212,32529.07867,32172.81872,33238.0391,33570.51959,35101.99196,35556.6116489669,37649.9734733698,38741.1352417547,39721.0088471343,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Turkey,TUR,224459.0446,226728.432,237906.463,244901.253,240893.454,261203.422,278000.492,289681.095,316464.841,310061.148,323781.172,333497.624,347595.11,377156.061,406298.253,399181.904,404636.723099019,422721.874159766,434798.461210204,445640.078387113,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Turkmenistan,TKM,81331.86526,74811.5844,56305.202,57807.50329,55777.5244,55244.04118,51096.4311,45884.62589,63236.1554,70833.489,80037.228,76966.669,79175.65,81028.319,86686.09,91468.9779,80016.1400189655,87379.668518004,88648.7177282147,92178.0749079615,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Turks and Caicos Islands,TCA,2.39359482,8.69606293,9.31643117,7.60220286,7.83191107,8.02180307,3.13441826,3.26703956,4.46624367,8.38794812,8.41298892,8.79137916,9.00500888,10.3498174,16.1542519,16.9567206,17.2654571342346,18.2581230136077,18.7452496568376,19.1849644977968,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Tuvalu,TUV,4.0320927,4.3692706,4.4884575,4.4470109,4.5513285,4.6309078,4.6776789,4.7751316,4.8968753,5.0343543,5.041195,5.0397634,5.0426927,5.0450923,5.0529942,5.0625602,5.06820788774088,5.1096784152729,5.17598123419742,5.23991676902267,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Uganda,UGA,36900.522,35319.154,37220.18,37152.908,37154.655,38761.035,38939.181,39732.039,72771.094,59822.889,89594.609,70139.651,111346.724,40779.024,104200.612,89206.67,52830.3474079837,79906.210271338,80318.9682529937,80725.0849205519,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Ukraine,UKR,953118.7193,885209.398,804262.83,712000.67,606685.64,598434.25,533868.64,514547.65,470107.957,462724.218,484337.015,457164.876,434668.759,432631.658,444201.662,436817.125,367349.707769596,393092.05937722,410067.313082423,404900.30485731,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,United Arab Emirates,ARE,72498.5763,80008.30573,78759.69917,81325.7913,88014.56243,93904.01287,103034.6521,101901.38443,115420.5144,126800.2057,134091.6856,139999.4635,143367.6627,151837.32,167986.4324,181388.5363,182422.169198051,193127.157628676,199342.522558574,204888.718962496,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,United Kingdom,GBR,777244.23,782637.35,761019.6,733575.46,728677.75,728336.09,744362.82,716185.48,673897.408,661572.36,670993.347,662917.59913,659108.09183,658331.2438,646412.1481,635417.17264,584940.879687974,609586.560951622,568061.828941121,585779.783273432,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,United States,USA,6136093.5,6073643.8,6137498.4,6282704.3,6374979.2,6365296.6,6577713.1,6724414.4,6969123.8,6981786.8,6991255.2,7244271.5,7182808.4,6994086.9,7128951.7,6648991.2,6604068.9516624,6713348.96911148,6571653.97696764,6343840.50774614,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Uruguay,URY,26111.56991,27784.4068,29392.818,29964.965,30030.69,30383.549,31694.519,31457.969,30375.776,30061.0899,30911.299,32686.693,32688.881,34035.504,33889.416,34052.25,33509.6759700056,33285.1966327107,33773.770839407,34237.8295185601,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Uzbekistan,UZB,169357.5032,171748.23313,162670.04113,162766.78953,156744.59813,145116.22764,146678.4964,151246.35853,165976.901,176066.177,173583.4809,171337.568,167568.4382,173581.7872,173888.2978,183949.988,173966.218653096,172722.665726421,180734.945597965,177223.750994586,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Vanuatu,VUT,433.35203,420.53478,404.75851,427.67866,425.15504,426.35241,431.83803,441.63197,462.64018,443.53373,441.34167,435.05069,436.13738,431.27902,444.5052,448.64291,426.858698600237,433.765841618424,440.152732079289,446.220596935657,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,"Venezuela, RB",VEN,210102.629,208029.469,213146.061,224661.35,211849.291,227661.215,239936.301,249990.66,251579.927,232788.235,281169.099,258464.943,255157.645,255908.588,280143.816,271197.403,265790.10264781,268746.195077937,275683.763795513,281921.368594355,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Vietnam,VNM,99053.923,101488.38,104778.224,108871.18,114050.584,120659.102,127273.144,133695.788,155791.92,187715.028,190419.293,229221.952,232509.773,234359.249,256396.703,255549.534,266081.848157342,278994.359953824,285091.055716172,310664.069273385,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Virgin Islands (U.S.),VIR,45.298507,45.779781,46.307049,46.757076,47.22501,47.586929,48.032462,48.594837,43.272328,44.52512,45.143707,45.717665,48.057551,49.566177,51.748247,53.838381,56.6375496035154,60.2122077074707,60.8557130023383,61.4927757344388,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,West Bank and Gaza,WBG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,"Yemen, Rep.",YEM,12850.0134,14536.44773,15337.67187,14603.0136,16621.06553,17884.47327,18386.3043,19676.01703,24225.1802,26580.1033,28983.2226,29514.278,32666.189,34959.446,36225.625,36800.226,37027.203947787,38865.2924309914,39949.0821612584,40924.6276912645,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Zambia,ZMB,209648.820069,174044.666387,278259.67108,156527.22462,182686.65931,185179.1143,156680.6868,149986.7471,290812.3696,300362.201,356024.845,368995.695,396446.481,314793.497,341005.669,321163.519,266118.483645849,319784.630374572,320024.69699237,320254.218335756,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Zimbabwe,ZWE,35100.59,34132.529,38275.978,30183.416,30208.734,30376.986,30570.239,29469.426,51434.535,50281.895,48216.933,61742.544,59894.603,55535.28,60917.825,68840.706,67914.1310078185,71019.1167281256,71561.9522501464,72057.8033221346,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Arab World,ARB,1051879.3323917,1063039.007556,1110759.698744,1159113.99542,1206156.80473,1256574.16482,1287936.94168,1322409.99867,1868626.55366,1927544.1554865,1963193.01545,2026459.63882,2153671.56678,2132029.08466,2382095.4626,2393311.68802,2405634.64326789,2438822.39555761,2503140.59993778,2577646.71520075,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Central Europe and the Baltics,CEB,1393914.87107,1266632.00241,1174876.55202,1130305.86493,1108115.36814,1122706.03686,1116594.61267,1090765.97888,978162.18909,960407.71352,988903.4721,1004284.18295,1001128.2165305,1019707.17105,1025000.81648,1013348.7628427,950398.158122265,991582.772151622,999303.127035555,970733.622563327,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Caribbean small states,CSS,58568.4469148,58220.072639,60402.790531,61278.011343,57352.637362,59552.036231,62456.525742,62771.899744,51356.362938,55777.754918,63251.683843,68252.70965,74010.99852,82560.249114,83686.906266,86293.420864,107236.813618261,91103.6330216548,93775.0644407116,96171.4120701711,..,..,..,..
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 10/04/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,
